Solver Name,Execution Time,Memory
Minisat,712, 9569
Minisat,721, 9569
Minisat,821, 9569
Minisat,851, 9569
Minisat,631, 9569
Sat4j,872, 9569
Sat4j,821, 9569
Sat4j,702, 9569
Sat4j,764, 9569
Sat4j,740, 9569
MiniSatProver,771, 9569
MiniSatProver,691, 9569
MiniSatProver,730, 9569
MiniSatProver,810, 9569
MiniSatProver,751, 9569
CryptoMiniSatJNI,701, 9569
CryptoMiniSatJNI,740, 9569
CryptoMiniSatJNI,770, 9569
CryptoMiniSatJNI,961, 9569
CryptoMiniSatJNI,733, 9569
Glucose,682, 9569
Glucose,673, 9569
Glucose,731, 9569
Glucose,802, 9569
Glucose,863, 9569
Glucose41JNI,721, 9569
Glucose41JNI,691, 9569
Glucose41JNI,750, 9569
Glucose41JNI,810, 9569
Glucose41JNI,902, 9569
KK,811, 9569
KK,731, 9569
KK,712, 9569
KK,792, 9569
KK,812, 9569
Lingeling,770, 9569
Lingeling,842, 9569
Lingeling,780, 9569
Lingeling,661, 9569
Lingeling,733, 9569
