Solver Name,Execution Time,Memory
Minisat,861, 9569
Minisat,881, 9569
Minisat,810, 9569
Minisat,794, 9569
Minisat,713, 9569
Sat4j,752, 9569
Sat4j,790, 9569
Sat4j,804, 9569
Sat4j,822, 9569
Sat4j,770, 9569
MiniSatProver,832, 9569
MiniSatProver,851, 9569
MiniSatProver,823, 9569
MiniSatProver,710, 9569
MiniSatProver,691, 9569
CryptoMiniSatJNI,744, 9569
CryptoMiniSatJNI,801, 9569
CryptoMiniSatJNI,760, 9569
CryptoMiniSatJNI,692, 9569
CryptoMiniSatJNI,683, 9569
Glucose,682, 9569
Glucose,841, 9569
Glucose,701, 9569
Glucose,761, 9569
Glucose,633, 9569
Glucose41JNI,742, 9569
Glucose41JNI,713, 9569
Glucose41JNI,700, 9569
Glucose41JNI,802, 9569
Glucose41JNI,721, 9569
KK,922, 9569
KK,791, 9569
KK,812, 9569
KK,761, 9569
KK,782, 9569
Lingeling,682, 9569
Lingeling,720, 9569
Lingeling,681, 9569
Lingeling,730, 9569
Lingeling,611, 9569
