Solver Name,Execution Time,Memory
Minisat,780, 9569
Minisat,812, 9569
Minisat,941, 9569
Minisat,802, 9569
Minisat,890, 9569
Sat4j,723, 9569
Sat4j,812, 9569
Sat4j,701, 9569
Sat4j,792, 9569
Sat4j,701, 9569
MiniSatProver,702, 9569
MiniSatProver,923, 9569
MiniSatProver,660, 9569
MiniSatProver,631, 9569
MiniSatProver,731, 9569
CryptoMiniSatJNI,780, 9569
CryptoMiniSatJNI,691, 9569
CryptoMiniSatJNI,872, 9569
CryptoMiniSatJNI,823, 9569
CryptoMiniSatJNI,860, 9569
Glucose,841, 9569
Glucose,773, 9569
Glucose,762, 9569
Glucose,651, 9566
Glucose,951, 9569
Glucose41JNI,801, 9569
Glucose41JNI,842, 9569
Glucose41JNI,1112, 9569
Glucose41JNI,820, 9569
Glucose41JNI,782, 9569
KK,721, 9569
KK,682, 9569
KK,853, 9569
KK,691, 9569
KK,883, 9569
Lingeling,720, 9569
Lingeling,731, 9569
Lingeling,751, 9569
Lingeling,1013, 9569
Lingeling,810, 9569
