Solver Name,Execution Time,Memory
Minisat,701, 9569
Minisat,791, 9569
Minisat,802, 9569
Minisat,832, 9569
Minisat,741, 9569
Sat4j,733, 9569
Sat4j,833, 9569
Sat4j,822, 9569
Sat4j,802, 9569
Sat4j,582, 9569
MiniSatProver,701, 9569
MiniSatProver,760, 9569
MiniSatProver,844, 9569
MiniSatProver,691, 9569
MiniSatProver,722, 9569
CryptoMiniSatJNI,802, 9569
CryptoMiniSatJNI,641, 9569
CryptoMiniSatJNI,874, 9569
CryptoMiniSatJNI,791, 9569
CryptoMiniSatJNI,670, 9569
Glucose,792, 9569
Glucose,892, 9569
Glucose,670, 9569
Glucose,701, 9569
Glucose,751, 9569
Glucose41JNI,680, 9569
Glucose41JNI,724, 9569
Glucose41JNI,750, 9569
Glucose41JNI,732, 9569
Glucose41JNI,742, 9569
KK,813, 9569
KK,751, 9569
KK,821, 9569
KK,780, 9569
KK,812, 9569
Lingeling,662, 9569
Lingeling,791, 9569
Lingeling,651, 9569
Lingeling,802, 9569
Lingeling,751, 9569
