Solver Name,Execution Time,Memory
Minisat,773, 9569
Minisat,693, 9569
Minisat,730, 9569
Minisat,743, 9569
Minisat,733, 9569
Sat4j,653, 9569
Sat4j,732, 9569
Sat4j,691, 9569
Sat4j,900, 9569
Sat4j,826, 9569
MiniSatProver,691, 9569
MiniSatProver,680, 9569
MiniSatProver,531, 9569
MiniSatProver,670, 9569
MiniSatProver,841, 9569
CryptoMiniSatJNI,684, 9569
CryptoMiniSatJNI,713, 9569
CryptoMiniSatJNI,711, 9569
CryptoMiniSatJNI,721, 9569
CryptoMiniSatJNI,750, 9569
Glucose,772, 9569
Glucose,770, 9569
Glucose,842, 9569
Glucose,691, 9569
Glucose,753, 9569
Glucose41JNI,700, 9569
Glucose41JNI,701, 9569
Glucose41JNI,773, 9569
Glucose41JNI,780, 9569
Glucose41JNI,681, 9569
KK,682, 9569
KK,901, 9569
KK,802, 9569
KK,820, 9569
KK,732, 9569
Lingeling,682, 9569
Lingeling,682, 9569
Lingeling,702, 9569
Lingeling,760, 9569
Lingeling,731, 9569
