Solver Name,Execution Time,Memory
Minisat,721, 9569
Minisat,723, 9569
Minisat,683, 9569
Minisat,783, 9569
Minisat,881, 9569
Sat4j,772, 9569
Sat4j,751, 9569
Sat4j,871, 9569
Sat4j,703, 9569
Sat4j,812, 9569
MiniSatProver,812, 9569
MiniSatProver,861, 9569
MiniSatProver,711, 9569
MiniSatProver,662, 9569
MiniSatProver,820, 9569
CryptoMiniSatJNI,832, 9569
CryptoMiniSatJNI,801, 9569
CryptoMiniSatJNI,831, 9569
CryptoMiniSatJNI,752, 9569
CryptoMiniSatJNI,712, 9569
Glucose,752, 9569
Glucose,1000, 9569
Glucose,782, 9569
Glucose,751, 9569
Glucose,801, 9569
Glucose41JNI,793, 9569
Glucose41JNI,702, 9569
Glucose41JNI,702, 9564
Glucose41JNI,763, 9569
Glucose41JNI,671, 9569
KK,732, 9569
KK,751, 9569
KK,751, 9569
KK,791, 9569
KK,780, 9569
Lingeling,731, 9569
Lingeling,653, 9569
Lingeling,921, 9569
Lingeling,730, 9569
Lingeling,720, 9569
