Solver Name,Execution Time,Memory
Minisat,640, 9569
Minisat,861, 9569
Minisat,731, 9569
Minisat,702, 9569
Minisat,901, 9569
Sat4j,622, 9569
Sat4j,741, 9569
Sat4j,732, 9569
Sat4j,712, 9569
Sat4j,943, 9569
MiniSatProver,691, 9569
MiniSatProver,663, 9569
MiniSatProver,660, 9569
MiniSatProver,760, 9569
MiniSatProver,672, 9569
CryptoMiniSatJNI,760, 9569
CryptoMiniSatJNI,883, 9569
CryptoMiniSatJNI,17584, 9569
CryptoMiniSatJNI,821, 9569
CryptoMiniSatJNI,712, 9569
Glucose,793, 9569
Glucose,792, 9569
Glucose,832, 9569
Glucose,793, 9569
Glucose,732, 9569
Glucose41JNI,812, 9569
Glucose41JNI,750, 9569
Glucose41JNI,911, 9569
Glucose41JNI,763, 9569
Glucose41JNI,681, 9569
KK,700, 9569
KK,661, 9569
KK,791, 9569
KK,851, 9569
KK,732, 9569
Lingeling,701, 9569
Lingeling,711, 9569
Lingeling,711, 9569
Lingeling,722, 9569
Lingeling,701, 9569
