Solver Name,Execution Time,Memory
Minisat,871, 9569
Minisat,693, 9569
Minisat,731, 9569
Minisat,740, 9569
Minisat,801, 9569
Sat4j,800, 9569
Sat4j,741, 9569
Sat4j,832, 9569
Sat4j,1012, 9569
Sat4j,872, 9569
MiniSatProver,731, 9569
MiniSatProver,891, 9569
MiniSatProver,853, 9569
MiniSatProver,772, 9569
MiniSatProver,735, 9569
CryptoMiniSatJNI,622, 9569
CryptoMiniSatJNI,752, 9569
CryptoMiniSatJNI,761, 9569
CryptoMiniSatJNI,772, 9569
CryptoMiniSatJNI,732, 9569
Glucose,752, 9569
Glucose,733, 9569
Glucose,702, 9569
Glucose,762, 9569
Glucose,732, 9569
Glucose41JNI,690, 9569
Glucose41JNI,781, 9569
Glucose41JNI,780, 9569
Glucose41JNI,691, 9569
Glucose41JNI,731, 9569
KK,941, 9569
KK,923, 9569
KK,764, 9569
KK,672, 9569
KK,961, 9569
Lingeling,821, 9569
Lingeling,621, 9569
Lingeling,602, 9569
Lingeling,721, 9569
Lingeling,632, 9569
