Solver Name,Execution Time,Memory
Minisat,661, 9569
Minisat,740, 9569
Minisat,773, 9569
Minisat,760, 9569
Minisat,912, 9569
Sat4j,730, 9569
Sat4j,772, 9569
Sat4j,792, 9569
Sat4j,792, 9569
Sat4j,772, 9569
MiniSatProver,680, 9569
MiniSatProver,720, 9569
MiniSatProver,761, 9569
MiniSatProver,671, 9569
MiniSatProver,700, 9569
CryptoMiniSatJNI,711, 9569
CryptoMiniSatJNI,754, 9569
CryptoMiniSatJNI,742, 9569
CryptoMiniSatJNI,731, 9569
CryptoMiniSatJNI,791, 9569
Glucose,730, 9569
Glucose,691, 9569
Glucose,881, 9569
Glucose,723, 9569
Glucose,822, 9569
Glucose41JNI,661, 9569
Glucose41JNI,861, 9569
Glucose41JNI,792, 9569
Glucose41JNI,712, 9569
Glucose41JNI,772, 9569
KK,590, 9569
KK,693, 9569
KK,832, 9569
KK,911, 9569
KK,872, 9569
Lingeling,682, 9569
Lingeling,691, 9569
Lingeling,662, 9569
Lingeling,642, 9569
Lingeling,702, 9569
