Solver Name,Execution Time,Memory
Minisat,823, 9569
Minisat,811, 9569
Minisat,690, 9569
Minisat,801, 9569
Minisat,762, 9569
Sat4j,781, 9569
Sat4j,781, 9569
Sat4j,822, 9569
Sat4j,682, 9569
Sat4j,781, 9569
MiniSatProver,680, 9569
MiniSatProver,791, 9569
MiniSatProver,613, 9569
MiniSatProver,774, 9569
MiniSatProver,750, 9569
CryptoMiniSatJNI,741, 9569
CryptoMiniSatJNI,722, 9569
CryptoMiniSatJNI,601, 9569
CryptoMiniSatJNI,752, 9569
CryptoMiniSatJNI,770, 9569
Glucose,711, 9569
Glucose,731, 9569
Glucose,731, 9569
Glucose,842, 9569
Glucose,820, 9569
Glucose41JNI,752, 9569
Glucose41JNI,774, 9569
Glucose41JNI,701, 9569
Glucose41JNI,692, 9569
Glucose41JNI,711, 9569
KK,841, 9564
KK,822, 9569
KK,821, 9569
KK,762, 9569
KK,780, 9569
Lingeling,713, 9569
Lingeling,641, 9569
Lingeling,672, 9569
Lingeling,721, 9569
Lingeling,682, 9569
