Solver Name,Execution Time,Memory
Minisat,870, 9569
Minisat,783, 9569
Minisat,770, 9569
Minisat,813, 9569
Minisat,701, 9569
Sat4j,880, 9569
Sat4j,842, 9569
Sat4j,793, 9569
Sat4j,650, 9569
Sat4j,742, 9569
MiniSatProver,751, 9569
MiniSatProver,781, 9569
MiniSatProver,622, 9569
MiniSatProver,792, 9569
MiniSatProver,810, 9569
CryptoMiniSatJNI,782, 9569
CryptoMiniSatJNI,762, 9569
CryptoMiniSatJNI,681, 9569
CryptoMiniSatJNI,760, 9569
CryptoMiniSatJNI,732, 9569
Glucose,871, 9569
Glucose,641, 9569
Glucose,711, 9569
Glucose,801, 9569
Glucose,752, 9569
Glucose41JNI,764, 9569
Glucose41JNI,800, 9569
Glucose41JNI,710, 9569
Glucose41JNI,751, 9569
Glucose41JNI,741, 9569
KK,760, 9569
KK,791, 9569
KK,850, 9569
KK,743, 9569
KK,820, 9569
Lingeling,650, 9569
Lingeling,723, 9569
Lingeling,780, 9569
Lingeling,852, 9569
Lingeling,653, 9569
