Solver Name,Execution Time,Memory
Minisat,711, 9569
Minisat,761, 9569
Minisat,823, 9569
Minisat,1012, 9569
Minisat,661, 9569
Sat4j,772, 9569
Sat4j,650, 9569
Sat4j,720, 9569
Sat4j,783, 9569
Sat4j,763, 9569
MiniSatProver,841, 9569
MiniSatProver,783, 9569
MiniSatProver,651, 9569
MiniSatProver,712, 9569
MiniSatProver,641, 9569
CryptoMiniSatJNI,833, 9569
CryptoMiniSatJNI,745, 9569
CryptoMiniSatJNI,752, 9569
CryptoMiniSatJNI,753, 9569
CryptoMiniSatJNI,662, 9569
Glucose,711, 9569
Glucose,793, 9569
Glucose,842, 9569
Glucose,773, 9569
Glucose,721, 9569
Glucose41JNI,821, 9569
Glucose41JNI,791, 9569
Glucose41JNI,831, 9569
Glucose41JNI,612, 9569
Glucose41JNI,820, 9568
KK,711, 9569
KK,824, 9569
KK,972, 9569
KK,782, 9569
KK,783, 9569
Lingeling,841, 9569
Lingeling,680, 9569
Lingeling,652, 9569
Lingeling,801, 9569
Lingeling,692, 9569
