Solver Name,Execution Time,Memory
Minisat,720, 9569
Minisat,823, 9569
Minisat,722, 9569
Minisat,713, 9569
Minisat,820, 9569
Sat4j,850, 9569
Sat4j,721, 9569
Sat4j,802, 9569
Sat4j,741, 9569
Sat4j,732, 9569
MiniSatProver,782, 9569
MiniSatProver,652, 9569
MiniSatProver,701, 9569
MiniSatProver,684, 9569
MiniSatProver,621, 9569
CryptoMiniSatJNI,690, 9569
CryptoMiniSatJNI,800, 9569
CryptoMiniSatJNI,712, 9569
CryptoMiniSatJNI,760, 9569
CryptoMiniSatJNI,762, 9569
Glucose,763, 9569
Glucose,1263, 9569
Glucose,883, 9569
Glucose,693, 9569
Glucose,731, 9569
Glucose41JNI,790, 9569
Glucose41JNI,863, 9569
Glucose41JNI,834, 9569
Glucose41JNI,733, 9569
Glucose41JNI,761, 9569
KK,762, 9569
KK,811, 9569
KK,772, 9569
KK,770, 9569
KK,662, 9569
Lingeling,661, 9569
Lingeling,631, 9569
Lingeling,652, 9569
Lingeling,762, 9569
Lingeling,733, 9569
