Solver Name,Execution Time,Memory
Minisat,811, 9569
Minisat,702, 9569
Minisat,720, 9569
Minisat,771, 9569
Minisat,811, 9569
Sat4j,793, 9569
Sat4j,862, 9569
Sat4j,770, 9569
Sat4j,792, 9569
Sat4j,660, 9569
MiniSatProver,693, 9569
MiniSatProver,843, 9569
MiniSatProver,781, 9569
MiniSatProver,862, 9569
MiniSatProver,691, 9569
CryptoMiniSatJNI,712, 9569
CryptoMiniSatJNI,700, 9569
CryptoMiniSatJNI,570, 9569
CryptoMiniSatJNI,680, 9569
CryptoMiniSatJNI,762, 9569
Glucose,741, 9569
Glucose,770, 9569
Glucose,812, 9569
Glucose,902, 9569
Glucose,761, 9569
Glucose41JNI,691, 9569
Glucose41JNI,700, 9569
Glucose41JNI,660, 9569
Glucose41JNI,680, 9569
Glucose41JNI,783, 9569
KK,963, 9569
KK,954, 9569
KK,700, 9569
KK,752, 9569
KK,791, 9569
Lingeling,692, 9569
Lingeling,722, 9569
Lingeling,752, 9569
Lingeling,640, 9569
Lingeling,751, 9569
