Solver Name,Execution Time,Memory
Minisat,782, 9569
Minisat,733, 9569
Minisat,850, 9569
Minisat,823, 9569
Minisat,922, 9569
Sat4j,812, 9569
Sat4j,691, 9569
Sat4j,671, 9569
Sat4j,773, 9569
Sat4j,702, 9569
MiniSatProver,700, 9569
MiniSatProver,752, 9569
MiniSatProver,650, 9569
MiniSatProver,681, 9569
MiniSatProver,771, 9569
CryptoMiniSatJNI,712, 9569
CryptoMiniSatJNI,832, 9569
CryptoMiniSatJNI,681, 9569
CryptoMiniSatJNI,701, 9569
CryptoMiniSatJNI,863, 9569
Glucose,781, 9569
Glucose,832, 9569
Glucose,731, 9569
Glucose,812, 9569
Glucose,601, 9569
Glucose41JNI,720, 9569
Glucose41JNI,642, 9569
Glucose41JNI,880, 9569
Glucose41JNI,742, 9569
Glucose41JNI,742, 9569
KK,871, 9569
KK,821, 9569
KK,750, 9569
KK,793, 9569
KK,831, 9569
Lingeling,851, 9569
Lingeling,680, 9569
Lingeling,751, 9569
Lingeling,712, 9569
Lingeling,812, 9569
