Solver Name,Execution Time,Memory
Minisat,680, 9569
Minisat,753, 9569
Minisat,701, 9569
Minisat,670, 9569
Minisat,801, 9569
Sat4j,771, 9569
Sat4j,762, 9569
Sat4j,750, 9569
Sat4j,850, 9569
Sat4j,611, 9569
MiniSatProver,690, 9569
MiniSatProver,713, 9569
MiniSatProver,581, 9569
MiniSatProver,771, 9569
MiniSatProver,671, 9569
CryptoMiniSatJNI,772, 9569
CryptoMiniSatJNI,792, 9569
CryptoMiniSatJNI,663, 9569
CryptoMiniSatJNI,741, 9569
CryptoMiniSatJNI,622, 9569
Glucose,683, 9569
Glucose,751, 9569
Glucose,712, 9569
Glucose,692, 9569
Glucose,751, 9569
Glucose41JNI,590, 9569
Glucose41JNI,800, 9569
Glucose41JNI,801, 9569
Glucose41JNI,752, 9569
Glucose41JNI,762, 9569
KK,912, 9569
KK,885, 9569
KK,830, 9569
KK,822, 9569
KK,753, 9569
Lingeling,703, 9569
Lingeling,1203, 9569
Lingeling,782, 9569
Lingeling,922, 9569
Lingeling,642, 9565
