Solver Name,Execution Time,Memory
Minisat,761, 9569
Minisat,740, 9569
Minisat,801, 9569
Minisat,763, 9569
Minisat,743, 9569
Sat4j,762, 9569
Sat4j,822, 9569
Sat4j,790, 9569
Sat4j,742, 9569
Sat4j,771, 9569
MiniSatProver,761, 9569
MiniSatProver,750, 9569
MiniSatProver,872, 9569
MiniSatProver,722, 9569
MiniSatProver,572, 9569
CryptoMiniSatJNI,751, 9569
CryptoMiniSatJNI,793, 9569
CryptoMiniSatJNI,731, 9569
CryptoMiniSatJNI,754, 9569
CryptoMiniSatJNI,742, 9569
Glucose,760, 9569
Glucose,753, 9569
Glucose,681, 9569
Glucose,761, 9569
Glucose,752, 9569
Glucose41JNI,630, 9569
Glucose41JNI,672, 9569
Glucose41JNI,682, 9569
Glucose41JNI,740, 9569
Glucose41JNI,832, 9569
KK,752, 9569
KK,834, 9569
KK,811, 9569
KK,1053, 9569
KK,891, 9569
Lingeling,721, 9569
Lingeling,621, 9569
Lingeling,662, 9569
Lingeling,692, 9569
Lingeling,672, 9569
