Solver Name,Execution Time,Memory
Minisat,690, 9569
Minisat,742, 9569
Minisat,741, 9569
Minisat,652, 9569
Minisat,642, 9569
Sat4j,752, 9569
Sat4j,813, 9569
Sat4j,702, 9569
Sat4j,761, 9569
Sat4j,781, 9569
MiniSatProver,691, 9569
MiniSatProver,833, 9569
MiniSatProver,742, 9569
MiniSatProver,691, 9569
MiniSatProver,711, 9569
CryptoMiniSatJNI,631, 9569
CryptoMiniSatJNI,831, 9569
CryptoMiniSatJNI,803, 9569
CryptoMiniSatJNI,811, 9569
CryptoMiniSatJNI,830, 9569
Glucose,761, 9569
Glucose,741, 9569
Glucose,682, 9569
Glucose,781, 9569
Glucose,672, 9569
Glucose41JNI,700, 9569
Glucose41JNI,774, 9569
Glucose41JNI,722, 9569
Glucose41JNI,714, 9569
Glucose41JNI,761, 9569
KK,853, 9569
KK,832, 9569
KK,761, 9569
KK,941, 9569
KK,843, 9569
Lingeling,721, 9569
Lingeling,660, 9569
Lingeling,622, 9569
Lingeling,651, 9569
Lingeling,611, 9569
