Solver Name,Execution Time,Memory
Minisat,822, 9569
Minisat,803, 9569
Minisat,662, 9569
Minisat,701, 9569
Minisat,680, 9569
Sat4j,803, 9569
Sat4j,900, 9569
Sat4j,690, 9569
Sat4j,822, 9569
Sat4j,770, 9569
MiniSatProver,763, 9569
MiniSatProver,673, 9569
MiniSatProver,671, 9569
MiniSatProver,660, 9569
MiniSatProver,631, 9569
CryptoMiniSatJNI,701, 9569
CryptoMiniSatJNI,901, 9569
CryptoMiniSatJNI,692, 9569
CryptoMiniSatJNI,802, 9569
CryptoMiniSatJNI,741, 9569
Glucose,851, 9569
Glucose,723, 9569
Glucose,792, 9569
Glucose,860, 9569
Glucose,760, 9569
Glucose41JNI,832, 9569
Glucose41JNI,652, 9569
Glucose41JNI,893, 9569
Glucose41JNI,732, 9569
Glucose41JNI,841, 9569
KK,850, 9569
KK,803, 9569
KK,732, 9569
KK,791, 9569
KK,871, 9569
Lingeling,821, 9569
Lingeling,641, 9569
Lingeling,602, 9569
Lingeling,632, 9569
Lingeling,722, 9569
