Solver Name,Execution Time,Memory
Minisat,770, 9569
Minisat,691, 9569
Minisat,771, 9569
Minisat,620, 9569
Minisat,780, 9569
Sat4j,742, 9569
Sat4j,762, 9569
Sat4j,843, 9569
Sat4j,811, 9569
Sat4j,746, 9569
MiniSatProver,681, 9569
MiniSatProver,751, 9569
MiniSatProver,662, 9569
MiniSatProver,691, 9569
MiniSatProver,762, 9569
CryptoMiniSatJNI,882, 9569
CryptoMiniSatJNI,712, 9569
CryptoMiniSatJNI,730, 9569
CryptoMiniSatJNI,722, 9569
CryptoMiniSatJNI,612, 9569
Glucose,691, 9569
Glucose,710, 9569
Glucose,620, 9569
Glucose,1061, 9569
Glucose,700, 9569
Glucose41JNI,920, 9569
Glucose41JNI,591, 9569
Glucose41JNI,751, 9569
Glucose41JNI,682, 9569
Glucose41JNI,663, 9569
KK,751, 9569
KK,861, 9569
KK,893, 9569
KK,780, 9569
KK,902, 9569
Lingeling,743, 9569
Lingeling,741, 9569
Lingeling,790, 9569
Lingeling,681, 9569
Lingeling,722, 9569
