Solver Name,Execution Time,Memory
Minisat,701, 9569
Minisat,742, 9569
Minisat,823, 9569
Minisat,762, 9569
Minisat,730, 9569
Sat4j,762, 9569
Sat4j,792, 9569
Sat4j,780, 9569
Sat4j,770, 9569
Sat4j,821, 9569
MiniSatProver,661, 9569
MiniSatProver,730, 9569
MiniSatProver,722, 9569
MiniSatProver,813, 9569
MiniSatProver,681, 9569
CryptoMiniSatJNI,672, 9569
CryptoMiniSatJNI,691, 9569
CryptoMiniSatJNI,732, 9569
CryptoMiniSatJNI,902, 9569
CryptoMiniSatJNI,900, 9569
Glucose,761, 9569
Glucose,873, 9569
Glucose,661, 9569
Glucose,661, 9569
Glucose,812, 9569
Glucose41JNI,702, 9569
Glucose41JNI,721, 9569
Glucose41JNI,701, 9569
Glucose41JNI,700, 9569
Glucose41JNI,802, 9569
KK,680, 9569
KK,821, 9569
KK,811, 9569
KK,862, 9569
KK,781, 9569
Lingeling,751, 9569
Lingeling,862, 9569
Lingeling,731, 9569
Lingeling,704, 9569
Lingeling,721, 9569
