Solver Name,Execution Time,Memory
Minisat,771, 9569
Minisat,732, 9569
Minisat,772, 9569
Minisat,820, 9569
Minisat,900, 9569
Sat4j,770, 9569
Sat4j,701, 9569
Sat4j,731, 9569
Sat4j,771, 9569
Sat4j,752, 9569
MiniSatProver,761, 9569
MiniSatProver,853, 9569
MiniSatProver,783, 9569
MiniSatProver,761, 9569
MiniSatProver,781, 9569
CryptoMiniSatJNI,701, 9569
CryptoMiniSatJNI,792, 9569
CryptoMiniSatJNI,750, 9569
CryptoMiniSatJNI,711, 9569
CryptoMiniSatJNI,812, 9569
Glucose,703, 9569
Glucose,781, 9569
Glucose,650, 9569
Glucose,810, 9569
Glucose,792, 9569
Glucose41JNI,670, 9569
Glucose41JNI,741, 9569
Glucose41JNI,881, 9569
Glucose41JNI,762, 9569
Glucose41JNI,683, 9569
KK,721, 9569
KK,792, 9569
KK,725, 9569
KK,703, 9569
KK,843, 9569
Lingeling,770, 9569
Lingeling,712, 9569
Lingeling,814, 9569
Lingeling,693, 9569
Lingeling,701, 9569
