Solver Name,Execution Time,Memory
Minisat,732, 9569
Minisat,791, 9569
Minisat,821, 9569
Minisat,842, 9569
Minisat,922, 9569
Sat4j,742, 9569
Sat4j,871, 9569
Sat4j,772, 9569
Sat4j,771, 9569
Sat4j,841, 9569
MiniSatProver,722, 9569
MiniSatProver,783, 9569
MiniSatProver,740, 9569
MiniSatProver,730, 9569
MiniSatProver,740, 9569
CryptoMiniSatJNI,741, 9569
CryptoMiniSatJNI,710, 9569
CryptoMiniSatJNI,640, 9569
CryptoMiniSatJNI,793, 9569
CryptoMiniSatJNI,801, 9569
Glucose,762, 9569
Glucose,761, 9569
Glucose,692, 9569
Glucose,713, 9569
Glucose,931, 9569
Glucose41JNI,743, 9569
Glucose41JNI,791, 9569
Glucose41JNI,734, 9569
Glucose41JNI,812, 9569
Glucose41JNI,641, 9569
KK,844, 9568
KK,861, 9569
KK,913, 9569
KK,721, 9569
KK,871, 9569
Lingeling,733, 9569
Lingeling,744, 9569
Lingeling,711, 9569
Lingeling,780, 9569
Lingeling,823, 9569
