Solver Name,Execution Time,Memory
Minisat,852, 9569
Minisat,712, 9569
Minisat,691, 9569
Minisat,810, 9569
Minisat,701, 9569
Sat4j,791, 9569
Sat4j,752, 9569
Sat4j,722, 9569
Sat4j,791, 9569
Sat4j,772, 9569
MiniSatProver,681, 9569
MiniSatProver,731, 9569
MiniSatProver,640, 9569
MiniSatProver,861, 9569
MiniSatProver,742, 9569
CryptoMiniSatJNI,734, 9569
CryptoMiniSatJNI,802, 9569
CryptoMiniSatJNI,841, 9569
CryptoMiniSatJNI,751, 9569
CryptoMiniSatJNI,761, 9569
Glucose,772, 9569
Glucose,702, 9569
Glucose,670, 9569
Glucose,653, 9569
Glucose,752, 9569
Glucose41JNI,792, 9569
Glucose41JNI,740, 9569
Glucose41JNI,723, 9569
Glucose41JNI,752, 9569
Glucose41JNI,670, 9569
KK,760, 9569
KK,901, 9569
KK,841, 9569
KK,883, 9569
KK,793, 9569
Lingeling,601, 9569
Lingeling,643, 9569
Lingeling,691, 9569
Lingeling,631, 9569
Lingeling,763, 9569
