Solver Name,Execution Time,Memory
Minisat,800, 9569
Minisat,691, 9569
Minisat,730, 9569
Minisat,794, 9569
Minisat,842, 9569
Sat4j,793, 9569
Sat4j,711, 9569
Sat4j,752, 9569
Sat4j,752, 9569
Sat4j,793, 9569
MiniSatProver,842, 9569
MiniSatProver,691, 9569
MiniSatProver,700, 9569
MiniSatProver,710, 9569
MiniSatProver,661, 9569
CryptoMiniSatJNI,722, 9569
CryptoMiniSatJNI,611, 9569
CryptoMiniSatJNI,771, 9569
CryptoMiniSatJNI,790, 9569
CryptoMiniSatJNI,691, 9569
Glucose,652, 9569
Glucose,742, 9569
Glucose,670, 9569
Glucose,801, 9569
Glucose,793, 9569
Glucose41JNI,772, 9569
Glucose41JNI,670, 9569
Glucose41JNI,742, 9569
Glucose41JNI,631, 9569
Glucose41JNI,691, 9569
KK,1052, 9569
KK,691, 9569
KK,793, 9569
KK,782, 9569
KK,781, 9569
Lingeling,711, 9569
Lingeling,641, 9569
Lingeling,660, 9569
Lingeling,634, 9569
Lingeling,641, 9569
