Solver Name,Execution Time,Memory
Minisat,742, 9569
Minisat,683, 9569
Minisat,781, 9569
Minisat,723, 9569
Minisat,761, 9569
Sat4j,741, 9569
Sat4j,761, 9569
Sat4j,734, 9569
Sat4j,730, 9569
Sat4j,790, 9569
MiniSatProver,622, 9569
MiniSatProver,672, 9569
MiniSatProver,791, 9569
MiniSatProver,671, 9569
MiniSatProver,760, 9569
CryptoMiniSatJNI,721, 9569
CryptoMiniSatJNI,762, 9569
CryptoMiniSatJNI,792, 9569
CryptoMiniSatJNI,832, 9569
CryptoMiniSatJNI,1040, 9569
Glucose,692, 9569
Glucose,780, 9569
Glucose,781, 9569
Glucose,631, 9569
Glucose,720, 9569
Glucose41JNI,893, 9569
Glucose41JNI,892, 9569
Glucose41JNI,811, 9569
Glucose41JNI,710, 9569
Glucose41JNI,743, 9569
KK,812, 9569
KK,700, 9569
KK,810, 9569
KK,892, 9569
KK,831, 9569
Lingeling,622, 9569
Lingeling,793, 9569
Lingeling,740, 9569
Lingeling,801, 9569
Lingeling,682, 9569
