Solver Name,Execution Time,Memory
Minisat,753, 9569
Minisat,752, 9569
Minisat,843, 9569
Minisat,842, 9569
Minisat,732, 9569
Sat4j,641, 9569
Sat4j,690, 9569
Sat4j,782, 9569
Sat4j,783, 9569
Sat4j,710, 9569
MiniSatProver,762, 9569
MiniSatProver,791, 9569
MiniSatProver,760, 9569
MiniSatProver,853, 9569
MiniSatProver,711, 9569
CryptoMiniSatJNI,821, 9569
CryptoMiniSatJNI,700, 9569
CryptoMiniSatJNI,802, 9569
CryptoMiniSatJNI,762, 9569
CryptoMiniSatJNI,731, 9569
Glucose,691, 9569
Glucose,722, 9569
Glucose,831, 9569
Glucose,802, 9569
Glucose,762, 9569
Glucose41JNI,690, 9569
Glucose41JNI,871, 9569
Glucose41JNI,781, 9569
Glucose41JNI,841, 9569
Glucose41JNI,940, 9569
KK,710, 9569
KK,821, 9569
KK,711, 9569
KK,732, 9569
KK,751, 9569
Lingeling,781, 9569
Lingeling,722, 9569
Lingeling,702, 9569
Lingeling,671, 9569
Lingeling,612, 9569
