Solver Name,Execution Time,Memory
Minisat,824, 9569
Minisat,610, 9569
Minisat,831, 9569
Minisat,871, 9569
Minisat,784, 9569
Sat4j,652, 9569
Sat4j,803, 9569
Sat4j,750, 9569
Sat4j,831, 9569
Sat4j,804, 9569
MiniSatProver,720, 9569
MiniSatProver,851, 9569
MiniSatProver,700, 9569
MiniSatProver,584, 9569
MiniSatProver,690, 9569
CryptoMiniSatJNI,721, 9569
CryptoMiniSatJNI,791, 9569
CryptoMiniSatJNI,744, 9569
CryptoMiniSatJNI,821, 9569
CryptoMiniSatJNI,841, 9569
Glucose,821, 9569
Glucose,801, 9569
Glucose,790, 9569
Glucose,691, 9569
Glucose,683, 9569
Glucose41JNI,781, 9569
Glucose41JNI,871, 9569
Glucose41JNI,802, 9569
Glucose41JNI,773, 9569
Glucose41JNI,691, 9569
KK,632, 9569
KK,883, 9569
KK,870, 9569
KK,853, 9569
KK,962, 9569
Lingeling,712, 9569
Lingeling,730, 9569
Lingeling,693, 9569
Lingeling,640, 9569
Lingeling,740, 9569
