Solver Name,Execution Time,Memory
Minisat,721, 9569
Minisat,620, 9569
Minisat,621, 9569
Minisat,621, 9569
Minisat,783, 9569
Sat4j,750, 9569
Sat4j,712, 9569
Sat4j,752, 9569
Sat4j,862, 9569
Sat4j,752, 9569
MiniSatProver,851, 9569
MiniSatProver,672, 9569
MiniSatProver,811, 9569
MiniSatProver,692, 9569
MiniSatProver,772, 9569
CryptoMiniSatJNI,900, 9569
CryptoMiniSatJNI,711, 9569
CryptoMiniSatJNI,721, 9569
CryptoMiniSatJNI,860, 9569
CryptoMiniSatJNI,880, 9569
Glucose,830, 9569
Glucose,801, 9569
Glucose,831, 9569
Glucose,700, 9569
Glucose,741, 9569
Glucose41JNI,755, 9569
Glucose41JNI,710, 9569
Glucose41JNI,880, 9569
Glucose41JNI,820, 9569
Glucose41JNI,750, 9569
KK,781, 9569
KK,952, 9569
KK,621, 9569
KK,811, 9569
KK,810, 9569
Lingeling,953, 9569
Lingeling,660, 9569
Lingeling,722, 9569
Lingeling,651, 9569
Lingeling,651, 9569
