Solver Name,Execution Time,Memory
Minisat,711, 9569
Minisat,831, 9569
Minisat,682, 9569
Minisat,792, 9569
Minisat,702, 9569
Sat4j,762, 9569
Sat4j,740, 9569
Sat4j,710, 9569
Sat4j,862, 9569
Sat4j,821, 9569
MiniSatProver,731, 9569
MiniSatProver,752, 9569
MiniSatProver,904, 9569
MiniSatProver,751, 9569
MiniSatProver,671, 9569
CryptoMiniSatJNI,812, 9569
CryptoMiniSatJNI,742, 9569
CryptoMiniSatJNI,843, 9569
CryptoMiniSatJNI,700, 9569
CryptoMiniSatJNI,750, 9569
Glucose,892, 9569
Glucose,761, 9569
Glucose,741, 9569
Glucose,802, 9569
Glucose,724, 9569
Glucose41JNI,812, 9569
Glucose41JNI,781, 9569
Glucose41JNI,722, 9569
Glucose41JNI,802, 9569
Glucose41JNI,791, 9569
KK,721, 9569
KK,823, 9569
KK,873, 9569
KK,761, 9569
KK,844, 9569
Lingeling,751, 9569
Lingeling,672, 9569
Lingeling,710, 9569
Lingeling,700, 9569
Lingeling,810, 9569
