Solver Name,Execution Time,Memory
Minisat,720, 9569
Minisat,732, 9569
Minisat,723, 9569
Minisat,801, 9569
Minisat,740, 9569
Sat4j,721, 9569
Sat4j,752, 9569
Sat4j,642, 9569
Sat4j,633, 9569
Sat4j,731, 9569
MiniSatProver,690, 9569
MiniSatProver,681, 9569
MiniSatProver,741, 9569
MiniSatProver,741, 9569
MiniSatProver,711, 9569
CryptoMiniSatJNI,710, 9569
CryptoMiniSatJNI,800, 9569
CryptoMiniSatJNI,720, 9569
CryptoMiniSatJNI,722, 9569
CryptoMiniSatJNI,772, 9569
Glucose,661, 9569
Glucose,711, 9569
Glucose,782, 9569
Glucose,841, 9569
Glucose,760, 9569
Glucose41JNI,882, 9569
Glucose41JNI,711, 9569
Glucose41JNI,770, 9569
Glucose41JNI,791, 9569
Glucose41JNI,681, 9569
KK,694, 9569
KK,851, 9569
KK,711, 9569
KK,672, 9569
KK,993, 9569
Lingeling,681, 9569
Lingeling,750, 9569
Lingeling,822, 9569
Lingeling,651, 9569
Lingeling,653, 9569
