Solver Name,Execution Time,Memory
Minisat,692, 9569
Minisat,832, 9569
Minisat,851, 9569
Minisat,632, 9569
Minisat,1072, 9569
Sat4j,754, 9569
Sat4j,731, 9569
Sat4j,581, 9569
Sat4j,780, 9569
Sat4j,774, 9569
MiniSatProver,902, 9569
MiniSatProver,751, 9569
MiniSatProver,751, 9569
MiniSatProver,701, 9569
MiniSatProver,650, 9569
CryptoMiniSatJNI,830, 9569
CryptoMiniSatJNI,730, 9569
CryptoMiniSatJNI,672, 9569
CryptoMiniSatJNI,923, 9569
CryptoMiniSatJNI,762, 9569
Glucose,1124, 9569
Glucose,783, 9569
Glucose,751, 9569
Glucose,683, 9569
Glucose,631, 9569
Glucose41JNI,770, 9569
Glucose41JNI,791, 9569
Glucose41JNI,783, 9569
Glucose41JNI,832, 9569
Glucose41JNI,742, 9569
KK,801, 9569
KK,820, 9569
KK,823, 9569
KK,802, 9569
KK,834, 9569
Lingeling,660, 9569
Lingeling,660, 9569
Lingeling,670, 9569
Lingeling,802, 9569
Lingeling,672, 9569
